,PDR3,YPR196W,EDS1,LYS14,RDS2,UGA3,UME6,SIP4,LEU3,STB5,TBS1,YLL054C,HAL9,GAL4,ARO80,ASG1,PUT3,SUT2,URC2,YNR063W,PDR8,YRR1,RDR1,RGT1,ERT1,YKL222C,YRM1,PDR1,TEA1,OAF1,HAP1,YLR278C,SUT1,CHA4,CAT8,STB4,UPC2,ECM22,GSM1,TOG1,RDS1,RSC30,RSC3,CEP3,MOT3,STP4,CRZ1,MET32,RPN4,NRG2,USV1,RGM1,REI1,NRG1,MSN4,GIS1,MSN2,COM2,RPH1,MIG3,TDA9,RSF2,MIG1,MIG2,YGR067C,YPR022C,ADR1,MET31,ZAP1,YPR015C,STP3,STP2,RIM101,STP1,FZF1,CMR3,SFP1,SWI5,ACE2,YAP6,HAC1,CST6,SKO1,GCN4,YAP3,CAD1,YAP1,CIN5,GZF3,GLN3,GAT1,GAT3,ECM23,SRD1,GAT4,HMRA2,PHO2,MATALPHA2,YHP1,YOX1,TOS8,CUP9,MBP1,SWI4,XBP1,SOK2,PHD1,DOT6,TOD6,TBF1,REB1,BAS1,FKH2,FKH1,HCM1,FHL1,SKN7,HSF1,MGA1,SFL1,NHP10,ABF2,NHP6A,ROX1,CBF1,RTG3,PHO4,TYE7,AFT1,AFT2,ORC2,SUM1,MSN1,GCR1,SMP1,MCM1,ABF1,ECM5,NDT80,RFX1,RAP1,STE12,SPT15,TEC1,VHR2
TBF1,-6.4822762,-9.064303497,-5.763463378,-6.085953833,-5.467793325,-6.292990385,-5.512855994,-3.585786589,-5.049741361,-5.289436218,-5.604787774,-5.524331444,-5.603844467,-5.649131611,-5.242767722,-5.207243548,-4.78950022,-9.24789881,-6.76039542,-6.621963016,-7.86545494,-6.367021211,-7.439439678,-6.399005215,-8.819438405,-8.852503908,-7.834848008,-9.005325564,-7.62083837,-6.961283487,-6.517320808,-9.076935112,-8.466312946,-9.903682542,-4.43803843,-8.163848986,-4.355244269,-4.973862662,-5.34850804,-5.173495825,-6.746662731,-8.15473649,-8.147905385,-9.07718659,-5.466159738,-6.508663934,-5.506558373,-5.014176004,-6.996292329,-2.756655291,-2.443707299,-2.424323475,-2.477891237,-1.118791813,-1.933373097,-2.021845496,-2.383730633,-2.159398501,-2.359881703,-5.371745451,-5.169876474,-4.273879226,-4.364784994,-3.661714375,-3.063258218,-3.272194538,-3.16484979,-4.99146904,-2.583737736,-3.951965719,-7.145760889,-4.691264102,-7.45576859,-8.950493779,-4.501626584,-6.508544939,-8.181451823,-8.524718684,-8.280387817,-6.610501148,-4.834065424,-8.658673181,-10.16391756,-5.128401807,-6.176502381,-6.385109459,-4.261242789,-5.358447441,-9.172305187,-9.036343236,-5.691017983,-5.560464078,-5.221052417,-4.620808566,-4.645523692,-8.447033076,-7.442404944,-5.160655184,-5.836267925,-7.252648982,-6.50701034,-5.77811912,-5.236907635,-4.514227275,-5.041374282,-4.929892966,-6.603871031,-5.557704598,-4.346993424,0,-4.36093893,-6.23038493,-6.436300635,-4.336751835,-4.244701217,-6.084665063,-5.336446038,-4.292955004,-4.740335858,-8.408938209,-6.413709255,-3.64245674,-4.054395541,-4.365889809,-7.780424568,-5.582154508,-7.422011018,-7.646665324,-8.672814198,-7.165107342,-5.704012151,-4.896355627,-6.039559281,-4.82200016,-9.758625551,-4.496506727,-5.059316634,-3.457160529,-7.633207317,-7.309760283,-7.542764496,-8.335503339,-4.065201483,-7.094280863,-6.548218057
REB1,-7.61362106,-12.1797931,-7.095714826,-7.92440535,-5.120729056,-5.508470205,-5.024139598,-3.895283529,-5.11617377,-5.280886951,-5.248723099,-5.18908261,-5.26408353,-5.308035328,-4.978597871,-4.870179695,-4.56374828,-9.564999617,-9.195443277,-8.894263381,-7.197957144,-8.804027142,-9.425629224,-8.874634107,-10.76288144,-8.236678466,-12.18434459,-11.79607859,-10.07953537,-11.5850924,-11.46492742,-12.35405461,-11.75046079,-8.012018942,-4.431654478,-7.256787437,-9.181868746,-4.9523076,-6.325636517,-5.24617831,-7.607055233,-8.919114231,-9.303674394,-10.48561716,-6.370060736,-7.479910648,-6.234776107,-8.055282919,-5.768589669,-5.682570826,-5.110223768,-5.077236409,-5.107614104,-3.228853374,-3.841760104,-4.594566658,-4.684056734,-5.196954341,-5.92346575,-4.898579895,-4.854873356,-4.717016509,-4.441481278,-3.862662999,-4.848560401,-4.560562507,-4.137940353,-5.473762355,-3.013257737,-5.195409642,-5.934935331,-6.542538187,-7.096995147,-8.357054413,-6.661199735,-6.999301822,-6.707277787,-8.149923986,-7.441511534,-7.548687347,-4.388050391,-9.173119424,-10.65954557,-3.850866892,-4.705246044,-5.422751604,-3.224355292,-6.515306064,-12.36601774,-11.214557,-7.081496343,-5.59437769,-7.660833026,-9.4008553,-8.907932682,-10.36613998,-7.613218227,-6.966921394,-4.665674563,-6.877719803,-5.395231116,-5.368322703,-4.572264358,-3.990692366,-5.594695476,-6.959567025,-8.629691254,-8.438947877,-5.787209491,-4.36093893,0,-4.755698692,-7.035498501,-5.692144084,-5.634108739,-6.446987671,-5.780218576,-4.388892525,-4.688845005,-8.378795161,-4.375766072,-7.374843118,-4.83834648,-7.909845455,-14.04296238,-5.397518855,-8.560319621,-7.648221153,-9.946065257,-9.38817547,-7.110463086,-5.866817484,-5.811727147,-5.017051732,-8.305824441,-6.000711808,-6.387862085,-4.591094772,-7.569071942,-4.718636868,-7.575783407,-5.519950376,-4.679027294,-9.949053918,-5.406857665
BAS1,-5.902738384,-7.441002019,-7.1603505,-5.956851623,-3.658502627,-5.41774774,-4.941871477,-3.918480371,-4.242048277,-4.30568822,-4.329204511,-4.281346567,-4.319759214,-4.34237961,-4.216143277,-4.190057442,-4.094821723,-9.592209379,-9.1339552,-8.91574034,-4.545681155,-4.609267963,-4.822680229,-4.937163482,-5.564968389,-6.376797791,-6.493676097,-6.186105069,-6.064316583,-9.006416422,-9.608376322,-11.92413876,-11.15808305,-10.54001727,-7.394715058,-4.811334024,-4.961951883,-5.821660869,-4.661665188,-9.184440994,-7.819481822,-7.486747677,-7.04190949,-5.174436776,-4.559455499,-11.05483197,-10.14780129,-6.386533761,-6.350401508,-4.710634755,-5.81964652,-5.799827838,-5.940717704,-4.784365422,-5.379525942,-6.100561586,-5.943063041,-6.649804148,-7.807608847,-7.78232827,-7.710924291,-7.319998464,-6.922516031,-6.112661936,-6.767204555,-6.988950359,-5.346393369,-5.232074743,-4.576543071,-2.959933343,-5.752089284,-4.739657104,-4.816846162,-6.426025559,-10.39339827,-5.589837483,-7.191981445,-8.76658584,-8.297723777,-7.650451902,-4.412345985,-5.005373645,-4.866295432,-2.160203528,-5.127283869,-4.429163684,-3.529734576,-7.295370576,-7.170216273,-9.118123052,-8.578525363,-6.214299744,-7.21400128,-8.359627492,-8.837494993,-11.32056119,-6.021122516,-6.468120478,-5.343660465,-6.189558961,-4.216867101,-3.361007866,-4.059021691,-4.752679953,-4.560199548,-8.12322835,-8.764755014,-7.123572472,-6.278288947,-6.23038493,-4.755698692,0,-8.820449555,-6.075011457,-5.718428093,-4.354315376,-6.08294149,-4.463234347,-4.363015338,-7.011319677,-7.75477349,-5.921424731,-3.714418502,-7.447302624,-8.87518652,-5.667879868,-7.050971243,-7.53892303,-8.821439761,-6.563107512,-5.557567738,-4.999998442,-5.640076873,-6.02638138,-8.537401399,-5.122089047,-7.421174567,-5.618986183,-6.335504262,-7.14197841,-6.593125634,-5.903802098,-5.456045482,-6.038528739,-1.196250646
FKH2,-10.99071454,-5.204157735,-3.966788281,-3.799751251,-6.875928071,-7.259668914,-6.773428042,-5.641829761,-6.374082296,-6.527513903,-6.76505523,-6.701615301,-6.753084894,-6.784143903,-6.598026473,-6.567468981,-6.399063407,-8.501659409,-7.981904629,-7.45433968,-6.91671222,-5.106977539,-5.052540086,-5.192509858,-4.980545363,-6.744349188,-5.785450445,-9.239518619,-6.297106063,-10.41532511,-10.77728943,-9.876062568,-9.967561648,-6.822323107,-7.696443151,-9.908281018,-8.543359351,-4.459414431,-8.705930965,-8.533703692,-9.668770828,-9.90934072,-10.11705107,-9.490268488,-10.84406793,-8.504045618,-9.531828,-7.162583659,-7.43993971,-8.94905925,-8.433701825,-8.38300384,-8.386958392,-6.470529412,-6.849563249,-7.556720899,-8.046541891,-8.887789079,-9.619763228,-9.57537385,-9.73299685,-9.35413307,-8.352226924,-7.604691187,-7.437493275,-6.579543717,-7.850391062,-5.554297396,-4.729557007,-6.467841446,-6.411736102,-6.627744225,-10.581184,-8.265651374,-6.583637939,-4.264895913,-10.42438051,-12.23898906,-11.65037225,-4.067832964,-4.325331971,-8.334415262,-8.588478124,-5.886631672,-7.212889123,-6.770706603,-4.112508526,-3.952086881,-8.379578476,-7.741172815,-6.63869672,-7.355341683,-7.790127575,-7.844335055,-8.441412191,-3.429036888,-4.290634158,-3.506300537,-4.504605036,-4.665509584,-6.97663483,-5.822606768,-6.48382335,-6.922606156,-8.017211836,-7.663090803,-8.114998097,-6.723275408,-4.805594584,-6.436300635,-7.035498501,-11.21730448,0,-1.189340432,-1.285122487,-6.464104367,-7.548071048,-5.468010922,-5.979212176,-10.98013858,-10.13196212,-8.416851535,-3.831686931,-3.108132129,-7.285799208,-6.537539171,-8.276149395,-7.274119024,-7.986767647,-8.463832553,-2.980142529,-3.882735441,-9.687996714,-7.24310453,-5.424050197,-6.249420587,-5.921263775,-4.278101684,-7.5794271,-11.90905458,-6.871408384,-9.1136495,-3.713506239,-7.140056576,-7.698609098
FKH1,-7.4619619,-4.501998723,-2.170439876,-3.106702871,-3.711636948,-4.234169881,-3.778798414,-2.671944954,-3.262094367,-3.390546791,-3.599583721,-3.57910118,-3.624707654,-3.686552615,-3.489843236,-3.404620188,-3.299078996,-5.689408075,-4.594037188,-4.142666677,-3.79979021,-3.952768685,-3.884690358,-3.566767223,-4.853270826,-4.012338715,-4.924313373,-6.441914039,-5.659102606,-6.627683676,-7.162444744,-6.216161478,-6.461014403,-7.045834615,-4.480790518,-5.916390025,-5.35766171,-2.465354694,-5.138059225,-5.754361853,-6.498310483,-6.086780044,-6.08835316,-7.057170842,-7.669983681,-6.767200226,-6.183970308,-4.040765375,-5.736629706,-6.323999533,-5.642034422,-5.614344602,-5.591753942,-3.858661317,-3.976691456,-5.087874488,-5.595399862,-5.679507297,-4.104150305,-5.857740396,-5.977005302,-5.540994882,-5.833357401,-4.875325769,-4.179471707,-3.831873353,-4.833158388,-3.329937763,-2.40130445,-3.002359756,-3.966950922,-3.847978656,-5.255553187,-5.224002484,-4.482617731,-3.920769579,-6.879376937,-7.849395567,-7.56455604,-3.39312418,-2.108658984,-5.587462482,-5.843134702,-3.331501072,-4.782175425,-4.832466091,-1.999887434,-4.812137913,-5.351815008,-4.837750515,-3.742531273,-4.348988957,-5.289281757,-4.489027922,-6.106805296,-5.209742357,-2.797665774,-2.254114255,-2.168658492,-2.7943756,-3.452032416,-3.406201989,-4.110821673,-4.003123342,-5.285213664,-4.698064088,-5.208156512,-4.025543906,-2.936270865,-4.336751835,-8.181189924,-8.050640809,-1.189340432,0,-0.056024029,-4.488569806,-5.061114974,-2.615810165,-3.128192829,-5.409374686,-6.882783539,-3.495844227,-1.248826103,-2.365621667,-6.916656285,-3.880380572,-5.017803202,-5.080855683,-8.2043394,-5.16968025,-2.064978543,-1.53242936,-6.499589663,-3.880864474,-3.775883654,-3.186752548,-4.529684299,-1.903684058,-4.233963229,-8.113683501,-4.64652422,-5.992483446,-1.909055267,-5.053467038,-5.956436178
HCM1,-7.756918172,-4.548533975,-2.411489746,-3.203627252,-3.773321205,-4.303025269,-3.846417178,-2.683592984,-3.32355047,-3.455980348,-3.656593672,-3.626746441,-3.674007652,-3.730241061,-3.529155419,-3.455128347,-3.328522277,-5.983648804,-4.675373106,-4.207711235,-3.853315866,-4.084552677,-3.965734107,-3.757890664,-4.902604829,-4.003269471,-4.904944723,-6.472467775,-5.830398516,-6.789936264,-7.324438681,-6.211300685,-6.456155346,-7.127944649,-4.484406401,-6.015400112,-5.654461295,-2.450262763,-5.161935512,-5.791775643,-6.508003605,-6.192555938,-6.157866233,-6.875086752,-7.483068197,-6.909726847,-6.119765728,-3.649748018,-5.593502029,-6.288198755,-5.654989816,-5.62286744,-5.609489158,-3.805364149,-3.916034901,-5.029264762,-5.513466418,-5.66836508,-4.520380868,-5.638712133,-5.76239033,-5.345075259,-5.743988613,-4.807010987,-4.066161229,-3.686250815,-4.656550529,-3.176718774,-2.251356477,-3.068388666,-3.846413176,-3.874569019,-5.226786705,-5.136098884,-4.159721218,-4.289072258,-7.143859603,-8.096950884,-7.737281054,-3.533836923,-1.971356513,-5.184471393,-5.459785053,-3.009224731,-4.48842488,-4.502495814,-2.143107475,-4.584648151,-5.624866418,-5.092886697,-3.98716946,-4.445329123,-5.324986587,-4.574756019,-6.150264406,-5.525189095,-3.154016445,-2.022838042,-2.242004363,-3.207992415,-3.209626773,-3.2643222,-4.036975391,-3.932370537,-5.333257496,-4.671048154,-5.178734494,-4.104006174,-2.980168428,-4.244701217,-8.204555242,-8.254043967,-1.285122487,-0.056024029,0,-4.442888406,-5.205735718,-2.707030343,-3.212689937,-5.581920328,-7.022151291,-3.817727981,-1.219454394,-2.124386193,-6.565384638,-3.784724487,-4.905657165,-4.976292145,-8.440437488,-5.426355135,-2.330352724,-1.697311433,-6.767809165,-3.954088996,-4.099392204,-3.345882107,-4.381333796,-2.249581182,-4.452435131,-8.429247077,-4.864363056,-5.687640464,-2.02342387,-5.093374947,-6.400147503
FHL1,-5.386062248,-5.742698408,-6.703098374,-5.609645155,-4.218617608,-4.282219817,-3.778144614,-3.755061916,-3.661933371,-3.713717434,-4.081764683,-4.04231465,-4.051106841,-4.050148728,-3.983541721,-4.090469144,-4.01465087,-7.512344569,-7.61585371,-7.332579491,-3.467630746,-3.511206736,-3.652853538,-3.610503048,-3.810962314,-3.756757322,-3.9684207,-4.466389434,-9.185267107,-7.740287432,-8.200092421,-11.34223188,-11.19393435,-9.454168327,-4.041271875,-8.405170777,-7.437878597,-3.334929167,-6.056131852,-4.898195906,-6.551292905,-5.612357519,-5.322987285,-8.321245113,-7.580203463,-10.60465505,-9.90056663,-4.148073694,-5.518812134,-4.90971598,-6.458045794,-6.444768734,-6.194961767,-4.700126381,-5.341927228,-6.106490461,-6.206763024,-6.610467316,-6.790129388,-4.607100438,-4.594178251,-4.954056208,-5.420094646,-5.036588132,-4.640962132,-4.142667441,-5.293779269,-5.127545023,-4.054545836,-4.361366077,-4.860020471,-4.249563308,-10.17137029,-4.319484212,-7.746897369,-8.431394144,-11.19286764,-9.189564565,-7.378599691,-6.685985358,-4.463686559,-3.499205767,-8.209578236,-3.155116756,-4.144457288,-4.694292261,-4.288588973,-3.653689064,-7.623425707,-7.577543048,-4.73971803,-5.410898425,-6.282506666,-6.071398724,-7.005420028,-6.425294825,-7.49825489,-6.40591005,-6.491604244,-7.596147535,-10.20785345,-2.795008873,-2.386848307,-2.751744348,-5.603251363,-9.480802487,-3.446026758,-6.11600134,-6.619161189,-6.084665063,-6.446987671,-4.354315376,-6.464104367,-4.488569806,-4.442888406,0,-6.897101583,-5.060590274,-5.370376841,-8.72028958,-8.858317289,-7.128298951,-3.990218456,-7.473225528,-6.535939885,-4.955516927,-5.892092978,-7.850893682,-4.393498524,-7.662797864,-6.270061578,-5.423933835,-9.539147878,-6.590560953,-8.959480029,-4.086798041,-8.908871362,-4.757327787,-7.797305504,-6.095358356,-9.219211818,-6.186126216,-4.849194114,-10.11916746,-3.059406873
SKN7,-6.690005086,-9.913685623,-6.830603836,-4.143539781,-3.812438293,-4.505583967,-4.163930147,-3.231517191,-4.518566826,-4.74740286,-4.86576634,-4.791878162,-4.867284006,-4.903374446,-4.572093624,-4.48719242,-4.151553694,-4.646071563,-6.141032611,-5.89364682,-7.018141157,-5.668799475,-5.420172173,-7.341768045,-6.291746177,-7.995923891,-5.356159235,-9.482800384,-8.196497129,-6.011028416,-5.625995253,-9.428258693,-9.198093684,-8.401546503,-3.06607771,-7.106125852,-8.445862616,-4.930703048,-3.753949154,-4.246866091,-3.135972459,-5.598728708,-5.66911167,-10.08178163,-5.01817264,-7.726412025,-7.998535124,-3.71525172,-4.260326813,-8.546932427,-5.021263434,-4.97029717,-5.190809903,-3.671096542,-4.642072672,-4.686062689,-5.271565037,-5.989994095,-7.090792867,-5.428128604,-5.438429296,-5.29798004,-4.812231596,-4.365337847,-5.245235838,-4.392544763,-6.16131698,-5.488683992,-3.461947417,-4.716524869,-4.282797773,-3.565219098,-7.622884089,-3.986345675,-10.52187123,-8.161599209,-7.640872646,-6.679674869,-4.907974543,-5.044279274,-5.39858594,-6.174613473,-5.887269865,-3.806054066,-6.683212135,-6.180688971,-5.109753563,-7.584722484,-6.678956783,-6.575640754,-7.25161117,-5.719785346,-6.227226998,-7.144998305,-7.764585501,-8.026657332,-7.045683293,-5.912462549,-3.752873583,-6.04406058,-5.831714225,-5.23853553,-5.299490817,-5.045211118,-6.506729162,-5.71895517,-7.319025634,-5.336836073,-4.269389849,-5.336446038,-5.780218576,-6.08294149,-7.548071048,-5.061114974,-5.205735718,-6.897101583,0,-4.613566101,-4.942464151,-8.021764696,-7.622703014,-6.178122495,-4.297847753,-7.099230982,-7.04212871,-7.938754882,-5.948169057,-7.227744083,-6.764208286,-4.949127204,-6.324692467,-4.025984061,-3.0112355,-6.691325311,-8.854068748,-5.284627288,-9.192186835,-3.353912201,-6.563864033,-9.182226121,-4.180427352,-8.660440902,-4.69426555,-6.091227817,-5.779929126
HSF1,-4.554119489,-7.041978227,-2.577752388,-2.961718181,-1.743085962,-2.815765669,-2.253570054,-1.288812323,-1.890542977,-2.034355151,-2.235873998,-2.198079153,-2.244769616,-2.297331924,-2.095451122,-2.031451922,-1.895046266,-4.949475397,-4.165959966,-3.813344891,-3.897926477,-3.36507811,-4.194817869,-3.536649326,-5.391351323,-5.409269081,-5.957811028,-6.056448577,-4.992112108,-5.189768333,-5.625276772,-6.441047215,-6.231589589,-5.765635406,-2.888406412,-2.288114869,-2.380034906,-1.809465504,-2.585756457,-2.86732718,-4.007634353,-4.679005512,-4.752878313,-5.766413527,-3.984043881,-3.499092669,-3.22114027,-4.596389706,-5.116934305,-6.677137048,-3.948611879,-3.919641766,-3.950963039,-2.386857851,-2.566379865,-3.151820355,-3.556329731,-3.607701736,-4.538477182,-5.596318984,-5.586541299,-5.072073251,-3.763145657,-3.049912398,-2.862837752,-3.613973953,-4.44426043,-3.533221186,-2.17367302,-0.927537974,-3.407578173,-2.802753056,-3.790018957,-5.037798327,-3.777080489,-3.889580154,-2.846240156,-4.161703487,-3.899668526,-3.246636824,-2.653894482,-4.915495543,-5.010672628,-2.581392083,-3.082786091,-3.765787907,-1.220247826,-3.983105031,-4.632361443,-4.083077266,-2.555058218,-1.89721708,-3.159065415,-3.464244685,-3.955971818,-4.439141632,-3.765655882,-3.675146475,-1.772384857,-3.29222157,-3.301325394,-5.014080026,-5.367541588,-3.589714991,-2.997132206,-3.395641803,-3.816363618,-2.584642492,-1.469163538,-4.292955004,-4.388892525,-4.463234347,-6.421532826,-2.615810165,-2.707030343,-6.466189709,-4.613566101,0,-0.067817589,-2.641098712,-4.723715598,-3.755158053,-1.542216938,-4.618340706,-6.117035061,-4.396314229,-5.214292746,-4.68767799,-4.068882072,-3.532605023,-3.100584701,-1.853000902,-3.764069274,-1.602919666,-4.884313273,-2.311746445,-4.89388502,-1.697979279,-2.696902243,-3.812716278,-4.114794037,-2.718618517,-1.851222687,-4.514182811,-4.420536051
MGA1,-4.822214616,-7.800362818,-3.119778985,-3.523921684,-1.810847382,-3.169444238,-2.56062397,-1.52916845,-2.149681625,-2.28676856,-2.47476286,-2.426675145,-2.473571347,-2.515144577,-2.321428402,-2.279641835,-2.126076133,-5.551814012,-4.938513955,-4.559095118,-4.566831498,-3.89634854,-4.981618099,-4.069459606,-6.179039758,-6.158013117,-6.545084042,-6.64602666,-5.469392601,-5.743289282,-6.246685118,-7.164692342,-6.793368834,-6.48888324,-3.108324508,-2.125802836,-2.391078625,-2.169238343,-2.700917123,-2.953487944,-4.306210386,-5.07362275,-5.134544347,-6.375219315,-4.280046148,-3.847992371,-3.671119914,-4.908143786,-5.389557449,-7.2205581,-4.176689007,-4.146240551,-4.194443784,-2.610772282,-2.874604362,-3.401713473,-3.800245459,-3.845144173,-4.756089242,-5.8684831,-5.858699735,-5.344289902,-3.989989519,-3.31571967,-3.082596028,-3.954401568,-4.783298877,-3.663652976,-2.579218858,-0.926466449,-3.864469707,-3.177256011,-4.013691614,-5.392166626,-3.774753039,-3.887046208,-2.758174306,-4.483358733,-4.216922024,-3.878990966,-2.987230068,-5.254117645,-5.31455293,-3.099686052,-3.354679301,-4.089545216,-1.515726004,-4.287437097,-5.2157574,-4.643038808,-2.862556263,-1.973806037,-3.160515112,-3.521694828,-3.953557269,-5.009131955,-4.01708083,-4.109430116,-2.110766365,-3.564479414,-3.400916142,-5.570135507,-5.976925919,-3.892469421,-2.882195612,-3.691732133,-4.112648564,-2.587330666,-1.527059165,-4.740335858,-4.688845005,-4.363015338,-7.018215405,-3.128192829,-3.212689937,-6.950380926,-4.942464151,-0.067817589,0,-2.644142535,-4.628826205,-3.797341404,-2.044782893,-5.102486068,-6.498096541,-4.941807601,-5.548644708,-4.672056731,-4.428093809,-4.117308848,-3.514364113,-2.329877343,-3.585255648,-1.677009349,-4.998712767,-2.926162709,-4.909169793,-2.244492819,-2.997477001,-4.109080982,-4.537920333,-2.534568447,-2.264565519,-4.938401946,-4.345377292
SFL1,-8.32517651,-12.04145733,-6.243674174,-6.000502848,-4.988388721,-7.730933166,-6.998948995,-4.256496579,-5.170529015,-5.292892925,-5.491678579,-5.380001475,-5.453387639,-5.496388771,-5.307596914,-5.282235393,-5.118948094,-7.423027424,-7.402328782,-7.15853621,-7.566727667,-5.576964283,-7.284343631,-7.535200086,-9.238496859,-9.601918205,-7.925963548,-9.714659682,-6.909536171,-7.921603093,-9.149617822,-10.4336594,-10.37430438,-10.59795019,-6.147881122,-5.8521091,-3.973177698,-6.955784996,-4.692170895,-7.235154508,-9.909570731,-8.290689793,-8.134271003,-8.036957912,-5.647517445,-4.837162508,-4.667497868,-6.682143843,-7.177304085,-8.662494373,-5.221407065,-5.290717045,-4.988138191,-5.619010088,-3.919695247,-4.661722783,-4.731874582,-4.812611484,-5.619098816,-6.682643184,-6.556036299,-5.861191734,-5.760868513,-4.764293256,-5.588466907,-5.350879744,-6.834699355,-4.417170534,-5.113404373,-2.931154603,-7.700873217,-5.007816967,-4.229596252,-10.03541428,-6.46162322,-5.942547548,-3.20478176,-5.242915438,-9.779112566,-7.016214497,-5.649401273,-8.723349452,-8.481338363,-5.279713871,-4.883274005,-5.967405511,-4.330753969,-6.227546757,-9.467447901,-9.199690688,-5.685022383,-7.55475758,-8.697120243,-4.125817665,-9.17395611,-8.186676978,-7.220290121,-7.757160189,-4.419130728,-6.276097769,-4.718484105,-7.049720017,-9.009740074,-7.575194979,-6.202199829,-5.042714505,-5.703832686,-3.233656883,-2.180323136,-8.408938209,-8.378795161,-7.011319677,-10.63372582,-5.409374686,-5.581920328,-8.942050223,-8.245135445,-2.641098712,-2.644142535,0,-6.873255109,-6.952419479,-3.80963359,-7.397114523,-8.371877299,-8.319690599,-7.388796197,-7.69356216,-7.668965071,-7.622836953,-6.810148396,-4.223460829,-5.686460538,-3.037180881,-9.176778791,-5.885480262,-8.774807644,-3.796457271,-3.186292045,-7.314834102,-7.753797299,-4.647187955,-4.530387218,-10.16600743,-7.03160272
NHP10,-6.671464829,-13.66181987,-7.858198421,-7.943960653,-3.937594523,-4.730649316,-4.515161306,-4.150274086,-5.236918407,-5.396429293,-5.325112137,-5.27872644,-5.347885328,-5.392227004,-5.073078662,-4.955322498,-4.6693019,-10.38627303,-9.735738445,-9.324231899,-7.51767817,-8.982890671,-8.455347668,-9.752675145,-9.158099283,-9.688797928,-12.60558243,-11.61545553,-11.36323423,-11.52371509,-11.5472451,-12.91176707,-12.46073694,-9.426993678,-3.423401701,-8.08490293,-8.037040767,-5.564559128,-2.955867114,-4.394018794,-4.485214926,-7.434436434,-6.966306415,-6.768199619,-8.736374104,-8.561054277,-6.102945695,-7.678866796,-6.537649648,-5.550971913,-3.967088553,-3.859792387,-3.93756375,-3.78883491,-3.411587305,-3.794457857,-3.669865595,-4.801765183,-5.704171119,-4.111899255,-3.930331486,-4.041723841,-3.188366979,-2.918346043,-3.779691048,-4.644810371,-4.516801291,-5.338619783,-5.236069305,-5.632578894,-7.347689023,-3.526122555,-4.507536562,-4.106470949,-8.601270578,-7.271658142,-7.681558777,-8.68162443,-6.932095535,-9.7999702,-4.943341361,-12.79282423,-8.886819607,-6.774597218,-9.659729006,-9.309853354,-6.492644108,-9.115572627,-10.97840102,-11.60049225,-6.702847429,-5.995496159,-6.524547441,-6.370933384,-7.728709331,-10.17859388,-10.8581835,-9.544408263,-7.047614061,-10.05001565,-7.278809448,-9.019077142,-7.941229561,-6.002574773,-6.56738272,-5.603954867,-11.92876515,-5.97298926,-6.026897636,-6.210399634,-4.375766072,-7.75477349,-11.23950748,-6.882783539,-7.022151291,-8.788829107,-5.758903424,-4.723715598,-4.628826205,-6.873255109,0,-7.863399882,-6.522027328,-10.61582179,-8.040641363,-6.576570642,-6.596342078,-8.430918612,-10.8695856,-8.336930177,-8.532534517,-5.971610266,-5.439910241,-5.594442005,-12.94378698,-6.961156864,-7.858727811,-6.481036224,-8.260351725,-13.33927949,-9.179645621,-7.826425725,-6.270762082,-8.419149215,-8.712544458
ABF2,-7.579998391,-7.962651455,-5.627814409,-6.185227193,-6.962157996,-5.695702827,-5.138969019,-4.550854117,-5.234821194,-5.401188607,-5.686911462,-5.631396802,-5.690430256,-5.748922868,-5.497123752,-5.444200416,-5.262877327,-8.509474961,-6.372346552,-6.177371856,-6.210343842,-5.753089267,-5.868181404,-5.523906406,-6.536084786,-7.505210129,-8.001988556,-7.018858519,-7.322264051,-6.182896181,-6.244816021,-8.104320422,-7.909649232,-6.59064057,-4.793449059,-7.416873726,-6.611893632,-6.679421234,-4.52525954,-4.249024134,-7.197978226,-7.053441296,-6.977412198,-6.549296161,-6.712634525,-8.638006894,-8.247108118,-5.360848051,-7.081633984,-5.455890584,-5.512276639,-5.434501875,-5.398684562,-3.754726332,-4.043322873,-4.135063007,-4.696893445,-4.243208666,-4.408583186,-7.020045741,-7.179931898,-6.774292985,-6.285493437,-5.194465452,-5.518518864,-5.100815297,-6.494946969,-4.785895867,-5.078948928,-2.823387762,-7.311232997,-6.180987549,-8.082367557,-8.383995036,-5.257708881,-6.732947098,-6.838568969,-5.849517461,-5.945893909,-6.588033809,-5.336714236,-9.290197705,-10.93615373,-7.415012418,-7.698043867,-5.863654669,-3.761025676,-7.776565878,-6.803790774,-9.000321631,-5.768012348,-7.068223157,-5.253571448,-4.503767738,-4.657751968,-8.356880739,-5.360143653,-6.036200404,-5.489047123,-6.39273579,-7.119686148,-6.18316443,-6.394163632,-5.428372874,-3.555587959,-5.049098688,-5.752741459,-7.862856907,-5.791681363,-3.64245674,-7.374843118,-5.921424731,-8.416851535,-3.495844227,-3.817727981,-7.128298951,-6.689694579,-3.755158053,-3.797341404,-6.952419479,-7.863399882,0,-4.049129754,-5.598035394,-5.944037814,-3.92254271,-6.556959781,-7.138729522,-6.983852555,-6.065829667,-5.011237969,-4.318559847,-7.439632835,-4.380805782,-6.801328952,-4.672079976,-6.305154839,-3.410983101,-4.300129736,-6.044501884,-8.392919563,-7.131514071,-3.820845598,-7.614201828,-5.92927596
